irn,EventID,Type,Status,Title,Section,Commenced,Completed,Description,Locality,Organizer,Curator,Designer,ObjectIDs
4436,EX2015.23,Exhibition,Completed,"Mariam Ghani & Erin Ellen Kelly: Water, Land, City","Lori Efroymson Aguilera and Sergio Aguilera Gallery | K404 | ",2015-12-04,2016-11-06,"Three videos by aritst Miriam Ghani will be shown subsequently, each for the duration of 5.5 months.",Internal,"","Tricia Paik","",88323 | 88003 | 88009 | 88988 | 88013 | 88991
4352,EX2016.2,Exhibition,Completed,"A Joy Forever: Marie Webster Quilts","W308- W310, Paul Galleries",2016-03-04,2017-01-08,"This exhibition celebrates the legacy of Marie Daugherty Webster (18591956), who is considered one of the leading designers in the history of early 20th-century quilt making. Born and raised in Indiana, Webster designed and made her first appliquéd qui in 1909. In the following years, her quilts were featured in Ladies Home Journal, which brought her international fame and recognition. The exhibition will consist of 25 appliquéd quilts designed and made by Marie Webster and dating from 1909-1930. 13 patterns, original pages from Ladies Home Journal and MDWs scrapbook will also be displayed, some of them digitally",Internal,"","Niloo Imami-Paydar","Phil Lynam",18707 | 13652 | 11717 | 64388 | 68421 | 8524 | 23275 | 68422 | 10578 | 29513 | 5966 | 24363 | 2352 | 35735 | 26954 | 16071 | 19329 | 35743 | 27130 | 27470 | 18353 | 30132 | 9830 | 17983 | 87132 | 21876 | 13650 | 5228 | 88656 | 88658 | 88660 | 88662 | 88663 | 88664 | 88665 | 87042
4355,EX2016.4,Exhibition,Completed,"A Gentleman Collector from Indiana: Portraits from the Collection of Booth Tarkington","K201",2016-02-26,2016-12-11," In 2016, Indianapolis will celebrate not only the bicentennial but also the 70th anniversary of the death of native son Booth Tarkington. A former trustee of the John Herron Art Museum and a dedicated art collector, Tarkington and, later, his widow were important benefactors of the IMA, donating such major works at the Mainardi altarpiece and contributing funds toward the acquisition of Hitchcocks Calypso. This small exhibition of portraits will focus on Tarkingtons interest in the human face, a subject he wrote about extensively. Appropriate for the Alliance Gallery in conjunction with the bicentennial celebrations, the show will feature the writers published and unpublished commentary on his collection  as found in his correspondence with artists, dealers, and art historians  as well as his broader thoughts on the power of portraiture.",Internal,"","Jacquelyn N. Coutré Ph.D.","Lara Huchteman",35864 | 3619 | 25805 | 6286 | 12702 | 25218
4360,EX2016.5,Exhibition,Completed,"19 Stars of Indiana Art: A Bicentennial Celebration","AWC",2016-05-15,2017-01-08,"This exhibition will celebrate the artistic achievements of men and women who wereborn, raised, or worked in Indiana. The states 200-year history will be explored in key chapters that demonstrate  creative accomplishment in painting, sculpture, photography, printmaking, and decorative, design, and fashion arts drawn from the IMAs rich permanent collection. The quality and variety of the contributions of Indianas artists have created legacies of regional, national, and international distincti that will be highlighted in honor of the states bicentennial year.",Internal,"","Annette Schlagenhauff","Phil Lynam",44968 | 44969 | 44970 | 7388 | 21439 | 31883 | 19889 | 34142 | 11740 | 4570 | 7587 | 10741 | 5350 | 5353 | 5354 | 5357 | 5360 | 5364 | 3523 | 26534 | 16180 | 10983 | 31028 | 29450 | 29448 | 17046 | 22550 | 19318 | 8605 | 31705 | 22313 | 9851 | 28326 | 26277 | 27665 | 58331 | 58332 | 58333 | 4603 | 57049 | 57050 | 21547 | 36368 | 7005 | 742 | 741 | 740 | 37383 | 30078 | 58315 | 58316 | 58317 | 4326 | 58288 | 58289 | 7959 | 88275 | 88276 | 22083 | 58253 | 58254 | 12731 | 54584 | 11118 | 13897 | 18223 | 21778 | 5868 | 46608 | 33006 | 31502 | 14304 | 8711 | 37061 | 6211 | 33344 | 25950 | 41771 | 85265 | 85266 | 45452 | 45465 | 59919 | 62639 | 62640 | 67578 | 69325 | 71400 | 71401 | 87543 | 87544 | 71402 | 87545 | 87546 | 71403 | 71404 | 87547 | 87548 | 87549 | 71839 | 77318 | 77489 | 77409 | 77493 | 78618 | 85417 | 85418 | 85419 | 85420 | 85421 | 85422 | 88566 | 83876 | 87491 | 88060 | 88064 | 88065 | 88066 | 88068 | 88442 | 29269 | 43219 | 57036 | 57027 | 57034 | 57180 | 57187 | 57197 | 88970 | 88971 | 94527
4363,EX2016.6,Exhibition,Completed,"Monika Sosnowska","Efroymson Family Pavilion",2016-09-30,2017-10-08,"Polish sculptor Monika Sosnowska bends, collapses, and twists metal, creating new abstract forms that often retain some element of the recognizable, such as a spiral staircase or ladder. She produces small-scale sculpture but more recently has been making monumental site-specific installations of great impact, deploying her characteristic use of painted steel. She questions the certainty of structures, forms we know and grasp, by producing contorted sculptures that exist between abstraction and representation.",Internal,"","Tricia Paik","Phil Lynam",88934 | 88935 | 88936 | 94527
4374,EX2016.7,Exhibition,Completed,"Jacco Olivier: Liquid Painting, Liquid Time","McCormack Forefront",2016-02-12,2017-02-12,"Dutch artist Jacco Oliviers captivating painted animations shift between moments of representation and those of abstraction. Projected onto the wall, these video animations show scenes of daily life, views of vast nature, and fragments of time. His animations of varying scale, some monumental, others intimate, all display Oliviers commitment to color, paint, and the brushstroke. Despite working in the video medium, he considers himself first and foremost a painter.",Internal,"","Tricia Paik","Lara Huchteman",25693 | 88183 | 88787 | 88184 | 88867 | 88185 | 88872 | 88186 | 88775 | 88777 | 88187 | 88898 | 88188 | 88903 | 88189 | 88908 | 88190 | 88915 | 88930 | 88933 | 94527
4420,EX2016.9,Exhibition,Completed,"Dialogues: Contemporary Responses to Marie Webster Quilts","Bret Wallery Community Gallery",2016-06-24,2016-09-04,"A juried exhibition of approximately 30 small scale contemporary quilts made in response to Marie Webster quilts will be on displayed from June 23 to September, 2016.  This exhibition is organized in conjunction with A Joy Forever: Marie Webster Quilts, on display in the Gerald and Dorit Paul galleries from March 3, 2016 through January? 2017.\Artists are invited to submit work that responds to the early 20th century quilts made by Indiana native, Marie Daugherty Webster (1859-1956). They are required to select either a single Webster quilt or use a group of them as sources of inspiration.\The artists are further encouraged to create quilts that are relevant to the times we live in, and are reflective of the circumstances we live in the early 21st century. \This juried exhibition is open to SAQA (Studio Art Quilt Associates) members from Indiana, Wisconsin, Illinois, Ohio, Michigan, Kentucky, Iowa, Minnesota, and Tennessee.",Internal,"","Niloo Imami-Paydar","Phil Lynam",
4455,EX2016.11,Exhibition,Completed,"84th Annual Juried Exhibition of Indiana Artists Celebrating 100 Years","Bret Waller Community Gallery",2016-04-01,2016-06-05,"The purpose of the Indiana Artists Club is to hold statewide exhibitions and demonstrations as well as provide social interaction among its members. A board of directors, elected yearly, leads the organization. The Indiana Artists Club has shown annual exhibits since its inception and since 1992 has held the Annual Juried Exhibition every spring at the Indianapolis Museum of Art.",Internal,"","","",
4477,EX2016.12,Exhibition,Completed,"What Lies Beneath? Secrets Under the Surface of Paintings","Davis Lab",2016-08-06,2017-09-10,"The long history of radiography and infrared imaging in museums has informed our understanding of the methods, condition, and history of artworks in our collection.  Occurrences of abandoned paintings, reused canvases, fanciful overpainting, hidden inscriptions, and artists’ pentimenti abound, but are rarely made available to museum visitors through wall didactics.  This exhibition will introduce our visitors to the state-of-the-art imaging technology employed at the IMA by displaying one-to-one scale infrared images and x-radiographs of paintings in the collection that have interesting features beneath their surface.",Internal,"","Annette Schlagenhauff","Lara Huchteman",33886 | 10723 | 7063 | 89785
4479,EX2016.13,Exhibition,Completed,"Chemistry of Color","",2016-12-17,2017-12-31,"The history of chemistry is closely linked to the history of colorants.  Many early discoveries in the sciences were tied to the pursuit of new colors.  This exhibition will demonstrate the relationships between chemistry, color, and art by arranging 20-25 intriguing pigments and dyes chronologically from prehistory to the modern day.  Each vignette will focus on a particular colorant, its history and relevant chemistry, an illustrative didactic, and one or two artworks from the museum’s collections.  The show will attempt to be diverse in the colors represented, the types of artworks shown, and the types of didactics included.",Internal,"","Annette Schlagenhauff","Phil Lynam",46565 | 20623 | 22492 | 34403 | 8573 | 85988 | 85989 | 32229 | 46081 | 32459 | 14975 | 8137 | 67581 | 79676 | 87318 | 87328 | 21129 | 79677 | 90525 | 90527 | 90531 | 90523 | 90521 | 90530 | 90529 | 90524 | 90522 | 90526 | 90528
4506,EX2016.14,Exhibition,Completed,"Nature Close at Hand","K308-310",2016-11-19,2017-05-21,"We have a fine collection of Chinese albums and handscrolls that can be shown as a complement to the Japanese painting exhibition. Slanted “pedestals” can be installed in the screen cases in addition to the handscroll cases in the center of the gallery.",Internal,"","John Teramoto","",61632 | 21010 | 4204 | 66189 | 36363 | 8503 | 61615 | 61606 | 29402 | 85241 | 85242 | 85243 | 85244 | 85245 | 85246 | 85247 | 85248 | 85249 | 85250 | 22745 | 18777 | 3101 | 25820 | 15204 | 18807 | 29948 | 9598 | 1422 | 1421 | 9578 | 6398 | 5401 | 9579 | 9580 | 9581 | 9582 | 10669 | 11655 | 11827 | 30238 | 29621 | 61273 | 30819 | 61619 | 13456 | 23296 | 34678 | 7242 | 9623 | 63824 | 61525 | 61617 | 12117 | 4435 | 36821 | 8350 | 3300 | 27861 | 14733 | 20351 | 26179 | 6779 | 61618 | 24029 | 35865 | 35487 | 33835 | 8647 | 5534 | 3749 | 12782 | 61625 | 61528 | 85243 | 85244 | 85245 | 85246 | 85247 | 85248 | 85249 | 85250 | 85241 | 85242
4792,EX2016.15,Exhibition,Completed,"Mini Golf at the IMA 2016","Sculpture Court",2016-05-06,2016-10-30,"Mini Golf at the IMA combines original art with playful competition. The course features 18 holes designed by local, regional and national artists. In honor of Indiana’s bicentennial, each hole is inspired by Indiana history, heritage and landmarks. Grab refreshments from King David Dogs and Sun King Brewing at the course’s clubhouse.",Internal,"","Scott Stulen","Lara Huchteman",
4872,EX2016.16,Exhibition,Completed,"Watercolor Society of Indiana 34th Annual Juried Exhibition","Bret Waller Gallery",2016-10-07,2016-12-03,"",Internal,"","","Lara Huchteman",
4507,EX2016.17,Exhibition,Completed,"Karl Unnasch: Playtime in Indy 2016","Lilly House Lawn",2016-10-29,2017-01-22,"Installation of a fifty foot “Christmas Tree” built from new plastic outdoor toys on the Lilly House Lawn. The tree will be lit from inside at night and provide a destination experience during the months of November and December 2016.  When the piece is dismantled the toys will be donated to needy families. This installation has previously been installed at the IMA from October 2015-January 2016.\The installation consists of 12 lower sections and 6 upper sections of a steel armature that—when assembled—forms an inverted cone shape or “tree.” The overall structure will be 50’ in height x 20’ in diameter. Electrical power is required to light the piece from within.  Artist provides all interior lighting.",Internal,"","Roseanne Winings","Phil Lynam",
4469,EX2017.2,Exhibition,Completed,"Audubon: Drawn to Nature","AWC",2017-04-01,2017-07-30,"John James Audubon’s The Birds of  America was not only a masterwork of 19th-century science, but a masterpiece of the printer’s art. The 435 etched plates, printed and hand-colored in London between 1827 and 1838 on paper measuring 40  x 26 inches, are the grandest images of their type as universally recognized almost two centuries after their first appearance. It is a natural exhibition for an institution such as ours intent on exploiting both the indoors and the outdoors of our campus.",Internal,"","Marty Krause","Phil Lynam",91175 | 91091 | 91092 | 91093 | 91094 | 91095 | 91096 | 91097 | 91098 | 91099 | 91100 | 91101 | 91102 | 91103 | 91104 | 91105 | 91106 | 91107 | 91108 | 91109 | 91110 | 91111 | 91112 | 91113 | 91114 | 91115 | 91116 | 91117 | 91118 | 91119 | 91120 | 91121 | 91122 | 91123 | 91124 | 91125 | 91126 | 91127 | 91128 | 91129 | 91130 | 91131 | 91132 | 91133 | 91134 | 91135 | 91136 | 91137 | 91138 | 91139 | 91140 | 91141 | 91142 | 91143 | 91144 | 91145 | 91146 | 91147 | 91148 | 91149 | 91150 | 91151 | 91152 | 91153 | 91154 | 91155 | 91156 | 91157 | 91158 | 91159 | 91160 | 91161 | 91162 | 91163 | 91164 | 91165 | 91166 | 91167 | 91168 | 91169 | 91171 | 91170 | 91172 | 91173 | 94527
4502,EX2017.7,Exhibition,Completed,"Paula McCartney: Bird Watching","McCormack Forefront Galleries",2017-03-31,2017-10-08,"Inspired by Victorian botany journals, Blossfeldt’s Art Forms in Nature, Audubon’s Birds of America and the scientific practice of collecting and labeling specimens, Bird Watching combines a variety of natural settings with carefully placed craft store songbirds to create enhanced landscapes. On walks to the woods, McCartney would stop to look at birds, but didn’t attempt to document them. They were always too far away, moving too quickly and never landed in the appropriate composition. She then decided to take control and bought her own birds to create the idealized scenes of her fantasies, where songbirds perched patiently on trees as she photographed them. The resulting photographs explore the idea of constructed landscapes and intrinsic value of natural vs. fabricated experiences. In McCartney’s work the birds act as decoration, making the landscapes more interesting, but ultimately presenting false representations of the natural world.",Internal,"","Scott Stulen","",89872 | 89873 | 89874 | 89875 | 89876 | 89877 | 89878 | 89879 | 89880 | 89881 | 89882 | 89883 | 89884 | 89885 | 89886 | 89887 | 89888 | 89889 | 94527
4503,EX2017.8,Exhibition,Completed,"Lilly Collection of Orchids in Watercolor","Alliance",2017-01-06,2017-07-09,"Exhibition of orchid botanical illustrations in conjunction with live orchid show and other orchid related programming.  Provides a historical link to orchids, art & Oldfields.",Internal,"","Marty Krause","",45770 | 45780 | 45782 | 45784 | 45789 | 45795 | 45796 | 45812 | 45836 | 45837 | 45840 | 45841 | 45618 | 45620 | 45623 | 45851 | 45870 | 45872 | 45886 | 45889 | 45891 | 45892 | 45912 | 45915 | 45917 | 45921 | 45923 | 45925 | 45929 | 45933
4548,EX2017.9,Exhibition,Completed,"The Birds of Céleste Boursier-Mougenot: A Film by Ariane Michel.","Efroymson-Aguilera Gallery",2017-03-03,2017-11-12,"Artist and composer Céleste Boursier-Mougenot works across disciplines and media to produce large-scale, immersive sound installations. His use of everyday objects within these environments results in non-traditional compositions defined by chance encounters and complex acoustic patterns. This exhibition features a video of Boursier-Mougenot’s ongoing project, from here to ear (1999-ongoing). Filmed by artist Ariane Michel in collaboration with Boursier-Mougenot, the video documents the artist’s transformation of a gallery space into an aviary furnished with electric Gibson guitars, basses, and amplifiers. Throughout, zebra finches perch, peck, and pluck on various instruments and musical equipment to create a living and improvisational soundscape.",Internal,"","Tricia Paik","",89340
4599,EX2017.10,Exhibition,Completed,"Crazy Quilts: Stitching Memories","W308- W310, Paul Galleries",2017-05-05,2018-01-07,"This exhibition, to be displayed in the Paul Textile Arts Gallery, will include about seven quilts from the IMA’s permanent collection augmented with about four loans from the Indiana State Museum.\\Crazy quilts, made by women as a leisurely pursuit and used as decorative parlor  throws, were extremely popular throughout the United States in the 1880s and 1890s. The crazy quilt fad emerged as a response to the Japanese-influenced Aesthetic movement, which embraced asymmetry and bold colors and made the structured patterns of traditional quilts seem outdated. Crazy quilts were patched using irregular pieces of fabrics without a specific design, and the seams were embroidered in a variety of decorative techniques and styles. Motifs, including flowers, animals, figures, fans, moons and stars, and other symbols were embroidered or painted to further personalize the quilts and even memorialize people or events. The quilts incorporated a wide range of “fancy” fabrics, including silks, velvets, wool, printed cottons, scraps from clothes with sentimental meaning, and commemorative ribbons. Noteworthy quilts in the exhibition feature portraits printed on fabric, possibly to commemorate loved ones. \\The exhibition will trace the brief history of this unique style of quilt in the context of the period’s increasing industrialization-when elaborate  fabrics were more widely available-and other decorative arts movements, provide insight into the symbolism of late 1800s motifs, and explore how women expressed their creativity through crazy quilts.",Internal,"","Niloo Imami-Paydar","Lara Huchteman",5324 | 35961 | 32092 | 1659 | 36674 | 26987 | 29597 | 89786 | 89787 | 89803 | 89802 | 89804 | 90518
4870,EX2017.11,Exhibition,Completed,"Elegance from the East:  New Insights from Old Porcelain","2nd Floor LH",2017-05-26,2017-10-22,"",Internal,"","","Phil Lynam",90959 | 90960 | 90961 | 90962 | 90963 | 90964 | 90965 | 90966 | 90967 | 90968 | 90969 | 90970 | 90971 | 90972 | 90973 | 90974 | 90975 | 90976 | 90977 | 90978 | 90979 | 90980 | 90981 | 90982 | 90983 | 90984 | 90985 | 90986 | 90987 | 90988 | 90989 | 90990 | 90991 | 90992 | 90993 | 90994 | 90995 | 90996 | 90997 | 90998 | 90999 | 91000 | 91001 | 91002 | 91003 | 91004 | 91005 | 91006 | 91007 | 91008 | 91009 | 91010 | 91011 | 91012 | 91013 | 91014 | 91015 | 91016 | 91017 | 91018 | 91019 | 91020 | 91021 | 91022 | 91023 | 91024 | 91025 | 91026 | 91027 | 91028 | 91029 | 91030 | 91031 | 91032 | 91033 | 91034 | 91035 | 91036 | 91037 | 91038 | 91039 | 91040 | 91041 | 91042 | 91043 | 91044 | 91045 | 91046 | 91047 | 91048 | 91049 | 91050 | 91051 | 91052 | 91053 | 91054 | 91055 | 91056 | 91057 | 91058 | 91059 | 91060 | 91061 | 91062 | 91063 | 91064 | 91065 | 91067 | 91068 | 91069 | 91070 | 91071 | 91072 | 91073 | 91074 | 91075 | 91264 | 91265
4874,EX2017.12,Exhibition,Completed,"City as Canvas: New York City Graffiti from the 70s & 80s","AWC",2017-10-07,2018-01-28,"Martin Wong, an East Village artist and collector of graffiti art, amassed a treasure trove of hundreds of works on paper and canvas—in aerosol, ink, and other mediums. The artists, including Keith Haring, Lee Quiñones, LADY PINK, and FUTURA 2000, were seminal figures in an artistic movement that spawned a worldwide phenomenon, altering music, fashion, and popular visual culture. The exhibition includes works on canvas and other media, along with photographs of graffiti writing long erased from subways and buildings.",Internal,"","Elisabeth Smith","Lara Huchteman",91501 | 91502 | 91503 | 91504 | 91505 | 91506 | 91507 | 91508 | 91509 | 91511 | 91512 | 91513 | 91514 | 91515 | 91516 | 91517 | 91518 | 91519 | 91520 | 91522 | 91523 | 91524 | 91525 | 91526 | 91528 | 91529 | 91530 | 91531 | 91532 | 91533 | 91534 | 91535 | 91536 | 91537 | 91538 | 91539 | 91540 | 91541 | 91542 | 91544 | 91545 | 91546 | 91548 | 91599 | 91600 | 91670 | 91602 | 91603 | 91604 | 91605 | 91606 | 91607 | 91608 | 91609 | 91610 | 91611 | 91612 | 91613 | 91614 | 91615 | 91616 | 91617 | 91618 | 91619 | 91620 | 91621 | 91622 | 91623 | 91624 | 91625 | 91626 | 91627 | 91628 | 91629 | 91630 | 91631 | 91632 | 91633 | 91634 | 91635 | 91636 | 91637 | 91638 | 91639 | 91640 | 91641 | 91642 | 91643 | 91644 | 91645 | 91646 | 91647 | 91648 | 91649 | 91650 | 91651 | 91652 | 91653 | 91654 | 91655 | 91656 | 91671 | 91658 | 91659 | 91660 | 91661 | 91662 | 91663 | 91664 | 91665 | 91672 | 91673 | 91674 | 91675 | 94527
4897,EX2017.13,Exhibition,Completed,"Orchids: Cultivating Beauty","IMA Greenhouse",2017-02-10,2017-03-05,"This dazzling exhibition pays homage to the brilliant colors, shapes, and patterns of orchids, while also highlighting their history and connection to the IMA. Throughout the show, orchids are available for purchase in the Greenhouse and at a special Pop-Up Shop in the main Museum building.",Internal,"","Sue NordPeiffer","",
4898,EX2017.14,Exhibition,Completed,"Winterlights 2017","",2017-11-19,2018-01-07,"",Internal,"","Jonathan M. Wright","Phil Lynam",
4936,EX2017.15,Exhibition,Completed,"Spring Blooms: Celebration of Color","",2017-04-01,2017-05-30,"",Internal,"","Jonathan M. Wright","Phil Lynam",
4958,EX2017.17,Exhibition,Completed,"Hiroshige: Famous Views in the 60-Odd Provinces","K308, K310",2017-07-21,2018-04-15,"The last major series of Hiroshige’s career, Hiroshige’s Rokujūyoshū meisho zue depicted all of Japan’s provinces. It was a luxury production, employing the best carvers and printers as evidenced by fine details and color gradations (bokashi).",Internal,"","John Teramoto","Lara Huchteman",34116 | 19995 | 2264 | 7309 | 28542 | 57475 | 12849 | 27448 | 27446 | 21020 | 20901 | 32361 | 36243 | 6702 | 32685 | 27814 | 14099 | 34491 | 34489 | 20828 | 7429 | 34791 | 35188 | 1242 | 14990 | 33560 | 23223 | 7405 | 34490 | 20827 | 7547 | 34790 | 35189 | 1241 | 14991 | 90839 | 33558 | 23222 | 7408 | 7407 | 24191 | 3253 | 6468 | 28383 | 36814 | 20625 | 33274 | 27370 | 8864 | 8865 | 33649 | 35622 | 13498 | 15268 | 23741 | 18194 | 10625 | 26815 | 3125 | 3126 | 11421 | 25312 | 14399 | 22441 | 35130 | 5806 | 6642 | 25043 | 14887 | 14889
4961,EX2017.18,Exhibition,Completed,"Portraits of Our City","Davis Lab",2017-10-27,2018-12-02,"This is our own version of the project done by Nelson Atkins, *500 Portraits in 5 Days* where they set up a portable studio inside the museum.  We will shoot close to 500 portraits over seveal days at various locations around the city while capturing people’s information to help build our email list. We will then be inviting those individuals who participated to the opening of the exhibition.  The end result will be an exhibition of blown up images of the portraits.  This project has the potential to bring up to 500 new people as well as their friends and families to the museum (i.e. build our email lists, and help build community relationships).",Internal,"","Tascha Horowitz","Phil Lynam",
4987,EX2017.20,Exhibition,Completed,"Mini Golf at the IMA 2017","Sculpture Court",2017-05-28,2017-09-03,"Mini Golf at the IMA combines original art with playful competition. The course features 18 holes designed by local, regional and national artists. The theme of the holes will be The Natural World.",Internal,"","Roseanne Winings","Lara Huchteman",
5101,EX2017.21,Exhibition,Completed,"Watercolor Society of Indiana 35th Annual Juried Exhibition","Bret Waller Gallery",2017-10-06,2017-12-02,"The Watercolor Society of Indiana presents the 35th annual juried exhibition of paintings featuring works in a variety of styles. The Watercolor Society of Indiana is made up of more than 300 artist, student, and patron members statewide who produce high quality watercolor paintings and seek to educate the public about the beautiful transparent medium.",Internal,"","","Phil Lynam",
5102,EX2017.22,Exhibition,Completed,"85th Annual Juried Exhibition of Indiana Artists, Inc.: Celebrating 100 years","Bret Waller Gallery",2017-04-07,2017-06-11,"The purpose of the Indiana Artists Club is to hold statewide exhibitions and demonstrations as well as provide social interaction among its members. A board of directors, elected yearly, leads the organization. The Indiana Artists Club has shown annual exhibits since its inception and since 1992 has held the Annual Juried",Internal,"","","Phil Lynam",
5118,EX2017.23,Exhibition,Completed,"From Picasso with Love","Alliance Gallery",2017-09-01,2018-04-29,"Ma Jolie, which contains references to Picasso’s then-lover, Eva Gouel, will be shown next to a portrait of her. The exhibition will tell a little bit about their relationship, the song which the title Ma Jolie references, and the idea of a muse. There will probably be three objects on the checklist: the two paintings, and a book of sheet music.",Internal,"","Annette Schlagenhauff","Phil Lynam",91486 | 19711 | 91488 | 94527
5142,EX2017.25,Exhibition,Completed,"Director's Choice: Gifts of Art 2017","K202",2017-09-29,2018-06-24,"Director’s Choice rotation for 2017. This rotation will be located on the 2nd floor between in gallery K202, near the Alliance gallery. This is a selection of recent acquisitions across collections at the IMA.",Internal,"","Charles L. Venable","",87649 | 88977 | 89697 | 5579 | 90300 | 89590 | 90684 | 90295 | 90863 | 90544 | 91237 | 91267 | 91268 | 90552 | 89567
5181,EX2017.26,Exhibition,Completed,"On the Flip Side: Secrets on the Backs of Paintings","C304 | C305 | C306",2017-07-28,2018-07-08,"REINSTALLATION: \Although paintings present a two-dimensional image, they are really three-dimensional objects that contain important information on all of their surfaces.  This exhibition will allow visitors the rare chance to view 5 paintings from all sides, including the backs where interesting details about their history, composition, and condition reside. This information can reveal clues about the works’ previous ownership, the economy of artists in reusing materials, early attempts to prevent the artworks from warping, and on occasion detailed inscriptions about the artwork’s construction that can assist conservators in preserving a work of art.",Internal,"","Gregory D. Smith","Phil Lynam",1576 | 31876 | 25772 | 3997 | 322 | 24884
5182,EX2017.27,Exhibition,Completed,"Karl Unnasch: Playtime in Indy 2017","Garden Terrace Lawn",2017-11-19,2018-01-07,"Minnesota artist Karl Unnasch designed and created a 50 foot “tree” built from new plastic outdoor toys.",Internal,"","Jonathan M. Wright","Phil Lynam",
4626,EX2018.1,Exhibition,Completed,"Director's Choice: Gifts of Art 2018","K202",2018-08-24,2019-06-23,"Director’s Choice rotation for 2018. This rotation will be located on the 2nd floor between in gallery K202, near the Alliance gallery. This is a selection of recent acquisitions across collections at the IMA.",Internal,"","Charles L. Venable","Lara Huchteman",91379 | 91563 | 91555 | 91554 | 91553 | 91387 | 91388 | 63120 | 90538 | 91487 | 91592 | 91576 | 91744 | 25772 | 91831 | 91787 | 91771 | 91741 | 91801 | 91748
4954,EX2018.3,Exhibition,Completed,"Orchids 2018","IMA Greenhouse/Bret Waller Gallery/Lilly House",2018-02-09,2018-03-04,"This dazzling exhibition pays homage to the brilliant colors, shapes, and patterns of orchids, while also highlighting their history and connection to Newfields. Throughout the show, orchids are available for purchase at a special Pop-Up Shop in the Bret Waller Gallery.",Internal,"","Sue NordPeiffer","Lara Huchteman",
4955,EX2018.4,Exhibition,Completed,"The Garden 2018 (Spring Blooms)","Gardens/Grounds",2018-03-23,2018-05-27,"",Internal,"","Jonathan M. Wright","Phil Lynam",
4959,EX2018.6,Exhibition,Completed,"Making Faces: The Remarkable Masks of Master Bidou Yamaguchi","Appel Gallery",2018-09-07,2019-02-03,"This loan exhibition focuses on the works of Bidou Yamaguchi. Yamaguchi trained as a traditional carver of masks for the Noh Theater. He has since branched out to a series of masks inspired by old master paintings entitled Portraits.  This series creates three dimensional masks from two dimensional works such as the Mona Lisa and Girl with the Pearl Earring. This series attempts to bridge traditional Japanese arts with Western masterworks.",Internal,"","John Teramoto","Lara Huchteman",91367 | 72624 | 93418 | 92425 | 92423 | 93417 | 33140 | 92419 | 92418 | 92422 | 92420 | 92417 | 92421 | 92424 | 91813
4960,EX2018.7,Exhibition,Completed,"Natural Abstraction: Brett Weston and his Contemporaries","",2018-06-15,2019-03-17,"A small exhibition of our recent gift/purchase of photographs by Brett Weston from the Christian Keesee Collection (acquired on the condition of showing them within five years), intended to revel in his capture and development of photographs with abstracted natural forms and rich tonalities, and touch on his process of camping in remote locales with plates or (later) film.  A few comparison photographs made by other renowned photographers who influenced his career, such as Edward Weston (his father) and Ansel Adams, can be included.",Internal,"","Marty Krause","Phil Lynam",88057 | 88154 | 88156 | 88157 | 88158 | 88159 | 88160 | 88161 | 88162 | 88163 | 88164 | 60719 | 83709 | 36221 | 60319 | 11047 | 84196 | 84197 | 91320 | 59161 | 60729 | 87370 | 7412 | 57944 | 92725
5100,EX2018.8,Exhibition,Completed,"Watercolor Society of Indiana 36th Annual Juried Exhibition","Bret Waller Gallery",2018-08-03,2018-09-29,"",Internal,"","","Phil Lynam",
5120,EX2018.10,Exhibition,Completed,"Collecting Contemporaries: Recent Acquisitions from the Koch and Wolf Collections","McCormack Forefront Galleries",2018-05-04,2018-12-16,"This Forefront exhibition highlights the recent acquisition of works on paper gifted by Kay Koch, Joan and Walter Wolf, and Ann M. Stack in 2016. Together, these acquisitions make up some of the most significant gifts of contemporary works on paper made to the IMA to date. These recent gifts offer a rich and wide-ranging survey of contemporary printmaking by artists primarily known for their work in painting, sculpture, and time-based media.",Internal,"","Elisabeth Smith","Lara Huchteman",89649 | 89650 | 89652 | 89653 | 89654 | 89655 | 89656 | 89840 | 89666 | 89667 | 89668 | 89670 | 89671 | 89672 | 89673 | 89674 | 89675 | 89676 | 89677 | 89682 | 89687 | 89688 | 89689 | 89690 | 89692 | 89693 | 89694 | 89695 | 89703 | 89752 | 89753 | 89754 | 89504 | 89505 | 89506 | 89507 | 89508 | 89588 | 89589 | 89583 | 89584 | 89581 | 89582 | 89698 | 89699 | 89700 | 89701 | 89702 | 94527
5125,EX2018.11,Exhibition,Completed,"Summer Wonderland: Spectacular Creatures","Efroymson Family Entrance Pavilion",2018-06-01,2018-08-26,"The Cracking Art movement was born in 1993: the main intention is to radically change the history of art through a strong social and environmental commitment in conjunction with a revolutionary use of plastic materials in order to investigate the close relationship between natural and artificial reality. This exhibition will include brightly colored plastic animals created by the Cracking Art Group that will be installed throughout the campus.",Internal,"","Preston Bautista","Phil Lynam",91491 | 93237 | 93238 | 93239 | 93240 | 93241 | 93242 | 93243 | 93244 | 93245 | 93246 | 93247 | 93248 | 93249 | 93250 | 93251 | 93252 | 93253 | 94527
