eevents_key,irn,AdmPublishWebNoPassword,EveEventNumber,EveTypeOfEvent,EveExhibitionStatus,EveEventTitle,EveEventDescription,EveInternalOrExternalEvent,DatCommencementDate,DatCompletionDate,SecRecordStatus,AdmDateModified,,,,,,,,,,,,,
" 	Replace lighting as needed
 	Update activity materials as needed",,,,,,,,,,,,,,,,,,,,,,,,,
" 	Renew image rights as needed.",Internal,11/24/2022,,Closed,11/29/2022,,,,,,,,,,,,,,,,,,,,
5487,6522,No,PUB2022.14,Public Programs/Installations,Completed,Garden Interpretation Phase 2 - Grounds,"Garden Interpretation Phase 2
This PUB would continue to address the issues related to outdated and/or damaged garden interpretation panels in the Garden and could include:
  Establishment of overarching garden interpretation plan in conjunction with Lilly House reinterpretation",,,,,,,,,,,,,,,,,,
"  Redesign of some or all garden interpretive panels 
  The creation of new interpretive panels for Cut Flower", Vegetable Garden, and Parking Green and the updates to the NE Border Gardens.,,,,,,,,,,,,,,,,,,,,,,,
  Installation by Horticulture staff; May need vinyl installer,Internal,3/19/2022,,Closed,9/9/2022,,,,,,,,,,,,,,,,,,,,
5488,6533,No,PUB2022.16,Public Programs/Installations,Cancelled,"EMBODIED: European ""I"" Clean Up - European ""I""","The European  I  will open in October 2021. We d like to implement a yearly clean up of interpretation. This could include:
 	Addressing remedial changes", as needed ,,,,,,,,,,,,,,,,,
" 	Touching up paint on interpretation if needed. 

Can cancel if not needed.",,10/4/2022,,Cancelled,3/1/2022,,,,,,,,,,,,,,,,,,,,
5489,6534,No,PUB2022.17,Public Programs/Installations,Completed,"EMBODIED: Human Figures in Art Remedial Changes -  ""I"" Corridor","This could include:
 	Adjusting activity materials as needed.",,,,,,,,,,,,,,,,,,
" 	Adding/removing/or adjusting vinyl, labels, and/or didactics.
 	Touching up paint on interpretation if needed. ",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Can cancel if not needed.""",Internal,6/15/2022,,Closed,8/3/2022,,,,,,,,,,,,,,,,,,,,
5490,6541,No,PUB2022.18,Public Programs/Installations,Completed,LUME: Monet Clean Up - K410,"Lume will open in June every year. We d like to implement a yearly clean up of interpretation. This could include:
 	Addressing remedial changes", as needed.,,,,,,,,,,,,,,,,,
" 	Touching up paint on interpretation if needed. 

Can cancel if not needed.",Internal,12/13/2022,,Closed,2/8/2023,,,,,,,,,,,,,,,,,,,,
5491,6759,No,PUB2022.19,Public Programs/Installations,Cancelled,"EMBODIED: Human Figures in Art Clean Up -  ""I"" Corridor","We d like to implement a yearly clean up of interpretation. This could include:
 	Addressing remedial changes", as needed ,,,,,,,,,,,,,,,,,
" 	Touching up paint on interpretation if needed. 

Can cancel if not needed.",Internal,12/6/2022,,Cancelled,1/3/2023,,,,,,,,,,,,,,,,,,,,
5492,6774,No,PUB2022.20,Public Programs/Installations,Completed,Art in Bloom - Campus,Art in Bloom experience to usher in Spring 2022. Twenty-seven (27) floral displays throughout the IMA Galleries. Each arrangement is inspired by an artwork in the Indianapolis Museum of Art and designed by renowned local and regional florists.,Internal,3/31/2022,4/3/2022,Closed,4/29/2022,,,,,,,,,,,,,
5493,6875,No,PUB2022.21,Public Programs/Installations,Cancelled,Lilly House Remedial Changes - Lilly House Lower Level,"The Lilly House Lower Level Reinterpretation opened in March 2022 and some of the section graphics need updated images due to quality issues. There may be a few small vinyl patches, cut vinyl, paint touch ups as needed.

 	Add approximately one dozen vinyl patches over section graphics images.",,,,,,,,,,,,,,,,,,
" 	Add at least one small vinyl patch on who s who graphic.
 	Touch up paint as needed.""",Internal,6/30/2022,,Cancelled,6/14/2022,,,,,,,,,,,,,,,,,,,,
5494,6876,No,PUB2022.22,Public Programs/Installations,Cancelled,Juneteenth Celebration,"Month-long installation to provide a hub for Juneteenth programming. Installation to include projector and benches to show film at the back of gallery, furniture for hands on activity, a variety of graphics, and furniture and books for reading space. Space will also serve as a hub for monthlong Sunday Public Programs activations. We will also be retaining the services of Sampson Levingston to create a self-guided tour in collaboration with our Conservation team.",Internal,6/3/2022,7/3/2022,Cancelled,7/28/2022,,,,,,,,,,,,,
5495,6889,No,PUB2022.23,Public Programs/Installations,Completed,Fairbanks Park Bird-a-thon,Creation of a bird watching station in the Ruth Lily Visitor's Pavilion to encourage guests to closely observe and identify birds and enhance their experience in the space. This project is funded by the Amos Butler Audobon Society.,Internal,2/28/2023,4/1/2023,Closed,3/30/2023,,,,,,,,,,,,,
5496,6961,No,PUB2022.24,Public Programs/Installations,Completed,Tanya Bell Mckinzie Celebration 2022,"Newfields will provide in-kind service for exhibition design, installation, and didactics for the retirement party celebration of Tanya Bell Mckinzie, President and CEO of Indiana Black Expo. The photographs were selected by the Indiana Black Expo and are a selection of the larger group of photographs exhibited for the Indiana Black Expo 50th Anniversary Gala.",External,11/18/2022,,Closed,11/29/2022,,,,,,,,,,,,,
5497,6511,No,PUB2023.1,Public Programs/Installations,Completed,Asian Activity Space Refresh - K308,"The project scope could include the following:
 	Touch up paint as needed",,,,,,,,,,,,,,,,,,
" 	Replace materials as needed 
 	Image rights renewal", as needed,,,,,,,,,,,,,,,,,,,,,,,,
" 	Replace vinyl as needed
 	Address remedial changes"," as needed.""",Internal,4/11/2023,,Closed,4/28/2023,,,,,,,,,,,,,,,,,,,
5498,6515,No,PUB2023.2,Public Programs/Installations,Completed,Design Lab Clean Up - H303,"The scope of this project could include:
 	Touch up paint",,,,,,,,,,,,,,,,,,
" 	Replace activity materials as needed.
 	Replace vinyl as needed.",,,,,,,,,,,,,,,,,,,,,,,,,
" 	Clean glass
 	Replace AV materials as needed.",,,,,,,,,,,,,,,,,,,,,,,,,
" 	Renew image rights as needed",Internal,1/5/2023,,Closed,2/2/2023,,,,,,,,,,,,,,,,,,,,
5499,6518,No,PUB2023.3,Public Programs/Installations,Cancelled,Help Us Protect Clean Up - Help Us Protect Cart,"Project scope could include:
 	Clean up vinyl if necessary",,,,,,,,,,,,,,,,,,
" 	Clean up of activity materials
 	Renew images as needed.",,,,,,,,,,,,,,,,,,,,,,,,,
" 	Address remedial changes, if necessary",Internal,2/22/2023,,Cancelled,9/6/2022,,,,,,,,,,,,,,,,,,,,
5500,6519,No,PUB2023.4,Public Programs/Installations,Completed,Star Studio Refresh - W206,"The project scope includes the following:
 	Upholstery cleaning",,,,,,,,,,,,,,,,,,
" 	Touch-up wall paint (including Star Studio Classroom)
 	Replace lighting as needed",,,,,,,,,,,,,,,,,,,,,,,,,
" 	Replace vinyl 
 	Rights for images",,,,,,,,,,,,,,,,,,,,,,,,,
" 	Add and/or update activities and accompanying graphics and hardware/furniture 
 	Address remedial changes"," if necessary""",Internal,5/10/2023,5/24/2023,Closed,5/25/2023,,,,,,,,,,,,,,,,,,,
5501,6531,No,PUB2023.6,Public Programs/Installations,Cancelled,American Reinstallation Remedial Changes - American Galleries,"The American Reinstallation will open in June 2021. 6 months after we d like to have this PUB in place to address any remedial needs. This could include:
 	adjusting activity materials as needed.",,,,,,,,,,,,,,,,,,
" 	Adding/removing/or adjusting vinyl, labels, and/or didactics.
 	Touching up paint on interpretation if needed. ",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Can cancel if not needed.""",,2/22/2023,,Cancelled,3/29/2022,,,,,,,,,,,,,,,,,,,,
5502,6530,No,PUB2023.7,Public Programs/Installations,Approved,"American Art Galleries Clean Up - K202, K203, K205, K207-K214","The American Art Refresh will open in April 2023. We d like to implement twice-annual refresh/clean up PUB to address any clean-up needs and updates as needed. 

We d like to address any clean-up needs. This could include the following: 
-Touch up paint as needed. 
-Reprint/install damaged vinyl as needed. 
-Assess condition of furniture and address as needed. 

This PUB may also need to address any remedial changes needed in response to evaluation and/or feedback on interpretation tools. These changes are to be determined, but may include the following: 
-Adjust activity materials, as needed. 
-Add, remove, or adjust vinyl, labels, and/or didactics as needed. 
-Possible changes to response station prompt and/or design. 
-Possible changes to American Stories tool design and/or content. 

Can cancel or change to clean-up as needed.",Internal,10/3/2023,,Active,2/28/2023,,,,,,,,,,,,,
5503,6651,No,PUB2023.8,Public Programs/Installations,Cancelled,Greenhouse Shop Redesign - Greenhouse,"Reimagine the former greenhouse shop into an attractive and functional multipurpose space.  This will include removal of  retail  items like slatwall and dated features like green laminate shelves and ineffective track lighting.  Project completion to be timed with the anticipated spring 2023 opening of the cut flower and vegetable garden since the Greenhouse will be an integral backdrop to the garden.

Looking for design and cost estimates to begin to seek funding for the project.",Internal,,,Cancelled,9/6/2022,,,,,,,,,,,,,
5504,6757,No,PUB2023.9,Public Programs/Installations,Completed,Clowes Pavilion Clean Up - Clowes Pavilion,"General clean-up of interpretation, as needed.",Internal,3/30/2023,,Closed,4/4/2023,,,,,,,,,,,,,
5505,6760,No,PUB2023.10,Public Programs/Installations,Completed,African Arts Activity Space Clean Up - W307,"The project scope could include the following:
 	Install hand sanitizer dispenser",,,,,,,,,,,,,,,,,,
" 	Reinstall magnet wall 
 	Reinstall  make a pouch  bins", supplies, trash bin, and small stools. ,,,,,,,,,,,,,,,,,,,,,,
" 	Remove  Take home  sticker from pouch activity sintra panel
 	Reprint activity space intro didactic if needed. ",,,,,,,,,,,,,,,,,,,,,,,,,
" 	Replace books, as needed
 	Replace study collection case", as needed,,,,,,,,,,,,,,,,,,,,,,,,
" 	Renew image rights, as needed 
 	Touch-up paint as needed""",Internal,8/8/2023,,Closed,8/8/2023,,,,,,,,,,,,,,,,,,,,
5506,6766,No,PUB2023.11,Public Programs/Installations,Approved,Design Lab Refresh - H303,"The project scope includes the following:
 	Reinstall prototyping section with new activity.",,,,,,,,,,,,,,,,,,
" 	Carpet and upholstery cleaning 
 	Glass cleaning",,,,,,,,,,,,,,,,,,,,,,,,,
" 	Image Rights
 	Touch-up paint as needed""",Internal,9/13/2023,,Active,7/20/2023,,,,,,,,,,,,,,,,,,,,
5507,6768,No,PUB2023.13,Public Programs/Installations,Cancelled,LUME Activity Space Clean Up - K410,"Due to the high volume expected for LUME, we d like to schedule a clean up of the activity space half-way through the run of the experience every year.  
These cleanups will be specific to the tools installed, but could include:
 	Paint touchup",,,,,,,,,,,,,,,,,,
" 	Reprint of damaged graphics/vinyl
 	Creation of new graphics/instructions if needed"," to help guest behavior""",Internal,12/6/2023,,Cancelled,2/24/2023,,,,,,,,,,,,,,,,,,,
5508,6771,No,PUB2023.14,Public Programs/Installations,Approved,Star Studio Clean Up - W206,"The project scope could include the following:
 	Upholstery cleaning",,,,,,,,,,,,,,,,,,
" 	Touch-up wall paint (including Star Studio Classroom)
 	Repaint", if necessary ,,,,,,,,,,,,,,,,,,,,,,,,
" 	Address issues with hardware as needed (e.g. bookshelves)
 	Replace lighting as needed",,,,,,,,,,,,,,,,,,,,,,,,,
" 	Update activity materials as needed
 	Renew image rights as needed.""",Internal,11/21/2023,,Active,2/3/2023,,,,,,,,,,,,,,,,,,,,
5509,6775,No,PUB2023.15,Public Programs/Installations,Completed,Art in Bloom - Campus,"Art in Bloom experience to usher in Spring 2023. 30 pedestal and 5 showstopper floral displays throughout IMA galleries and Lilly House. Locations will be subject to determining
-what spaces do we feel can accommodate a 24  or smaller pedestal
-of those galleries, what areas are approved by curators and registration
-confirm that wayfinding is not impeded in any way and displays are easily navigable. 
-welcome guests to experience new installations and galleries

Pedestals and platforms exist for this program, we anticipate the need for three mannequins for a Sprouse showstopper (not located inside the gallery) and the potential for very minimal fabrication.",Internal,3/23/2023,3/26/2023,Closed,3/30/2023,,,,,,,,,,,,,
5510,6926,No,PUB2023.16,Public Programs/Installations,Completed,Lilly House Remedial Changes - Lilly House Lower Level,"The Lilly House Lower Level Reinterpretation will open in March 2022. We d like to implement a yearly clean up after its opening. These items may include the following:

 	Address remedial changes as needed.",,,,,,,,,,,,,,,,,,
" 	Add, remove, or adjust vinyl or labels as needed.
 	Touch up paint as needed.",,,,,,,,,,,,,,,,,,,,,,,,,
" 	Adjust activity materials as needed.
 	Assess condition of furniture and address as needed.",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Can cancel or change to clean-up if not needed.""",Internal,2/14/2023,,Closed,2/28/2023,,,,,,,,,,,,,,,,,,,,
5511,6927,No,PUB2023.17,Public Programs/Installations,Cancelled,"We. The Culture Refresh - H210, H211, H212","WeTheCulture opened in the H210, H211, H212 galleries in September 2022. We d like to implement a clean-up PUB for interpretation half way through the show. We d like to address any clean-up needs. This could include the following:
 	Touch up paint as needed.",,,,,,,,,,,,,,,,,,
" 	Reprint/install damaged vinyl as needed.
 	Assess condition of furniture and address as needed.",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
This PUB may also need to address any remedial changes needed in response to evaluation and/or feedback on interpretation tools. These changes are to be determined, but may include the following:,,,,,,,,,,,,,,,,,,,,,,,,
" 	Adjust video content or hardware, as needed.
 	Add", remove, or adjust vinyl, labels, and/or didactics as needed.,,,,,,,,,,,,,,,,,,,,,
" 	Possible removal or addition of interpretation tool(s).

Can cancel or change to clean-up as needed.",Internal,3/14/2023,,Cancelled,2/7/2023,,,,,,,,,,,,,,,,,,,,
5512,6928,No,PUB2023.18,Public Programs/Installations,Approved,"Embodied Refresh - H207, H208, H209, H213, H214, C200","Embodied in the  I  galleries opened in December 2021. We d like to implement a yearly clean-up PUB for interpretation. We d like to address any clean-up needs. This could include the following:
 	Touch up paint as needed.",,,,,,,,,,,,,,,,,,
" 	Reprint/install damaged vinyl as needed.
 	Assess condition of furniture and address as needed.",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
This PUB may also need to address any remedial changes needed in response to evaluation and/or feedback on interpretation tools. These changes are to be determined, but may include the following:,,,,,,,,,,,,,,,,,,,,,,,,
" 	Adjust activity materials, as needed.
 	Add", remove, or adjust vinyl, labels, and/or didactics as needed.,,,,,,,,,,,,,,,,,,,,,
" 	Possible changes to response station prompt and/or design.
 	Possible removal or addition of interpretation tool(s).",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Can cancel or change to clean-up as needed.""",Internal,9/12/2023,,Active,7/20/2023,,,,,,,,,,,,,,,,,,,,
5513,6948,No,PUB2023.19,Public Programs/Installations,Completed,Women's History Month Mobile Tour,"This is a mobile self-guided tour to celebrate Women s History Month. The tour will be created by interpretation, curatorial, and the lab. Led by interpretation. Support from marketing needed for signage and promotional materials.",Internal,3/1/2023,4/3/2023,Closed,4/4/2023,,,,,,,,,,,,,
5514,6956,No,PUB2023.20,Public Programs/Installations,Approved,Fairbanks Park Pollinator Meadow Refresh,Pollinator Meadow signage was initially installed in June 2022. Remaining Pollinator Meadow elements will be completed and installed.,Internal,7/14/2023,,Active,6/9/2023,,,,,,,,,,,,,
5515,6974,No,PUB2023.21,Public Programs/Installations,Proposed,Inspired By Guardians: The Secret Life of Attics - F92 (Print Study Hallway),"The 2023 student exhibition theme is Inspired by Guardians: The Secret Life of Attics. Newfields invites preschool through 12th grade teachers to share their students  original artworks inspired by the secrets, treasures, and knowledge we guard for safe keeping. Selected artworks will be displayed in conjunction with an upcoming installation by artist Heather Hart from May 19, 2023, through November 17, 2023.",Internal,6/9/2023,5/12/2024,Active,6/9/2023,,,,,,,,,,,,,
5516,7015,No,PUB2023.22,Public Programs/Installations,Cancelled,Fairbanks Park Label Refresh - Fairbanks Park,"Fairbanks Park contains several artwork labels and interpretive signs that are outdated and/or have old branding. Over the course of the next year, these signs will be updated. This PUB is being submitted as a catch all record.",Internal,,,Postponed,7/24/2023,,,,,,,,,,,,,
5517,7038,No,PUB2023.23,Public Programs/Installations,Approved,Fehnel Interpretive Sign Install,"Fehnel Interpretive Sign
An emerging theme within the Art and Nature Park is storm water management. As a first in a series of interpretive signs on this topic, the Fehnel Interpretive sign will not only provide an updated donor recognition sign, but also provide a space to discuss the unique way this garden area manages storm water. 

Proposed Project Deliverables
  Big idea and outcomes for overarching theme ",,,,,,,,,,,,,,,,,,
"	""  As part of this project", Lisa Milton and Wednesday Rees will work together to identify the big idea and 2-3 outcomes of this overarching theme to inform this and future signs. ,,,,,,,,,,,,,,,,,,,,,,,,
"  Graphic direction for this and future storm water management interpretive signage.
	  Interest in connecting to the dusty cool tones associated with colors commonly found in storm water management plants.",,,,,,,,,,,,,,,,,,,,,,,,,
"	""  Also open to Design recommendation on ways to distinguish this theme from others in the park.",,,,,,,,,,,,,,,,,,,,,,,,,
"  1 x interpretive signage with written content, graphics, and images 
	  Images: ",,,,,,,,,,,,,,,,,,,,,,,,,
"		""  no more than 5",,,,,,,,,,,,,,,,,,,,,,,,,
"		""  Sourced from stock sites or Piction likely.",,,,,,,,,,,,,,,,,,,,,,,,,
"	""  Sign Structure: Reuse an existing LUME garden sign.",,,,,,,,,,,,,,,,,,,,,,,,,
"		""  Free structure and is easy to remove from location when burning is needed.""",Internal,9/19/2023,,Active,5/10/2023,,,,,,,,,,,,,,,,,,,,
5518,7054,No,PUB2023.24,Public Programs/Installations,Approved,Hispanic Heritage Month Self-Guided Tour,"To celebrate Hispanic Heritage Month (9/15/2023-10/15/2023), a self-guided tour highlighting Hispanic and Latino/a/x artists in our collection will be created. 
 
Scope of work could include:
 	Creation of 8 stop self-guided tour", with 2 stops in the Art and Nature Park.,,,,,,,,,,,,,,,,,
" 	Creation of 6 new content component (written, videos or audio) in on artists/artworks in collaboration with curatorial expert. 
o	Media Producer assistance needed for filming and editing, but I m also open to using the Gimbel to film. 
 	Supplemental content list would include images of the artworks to include on the tour. ",,,,,,,,,,,,,,,,,,,,,,,,,
" 	Marketing assistance will be requested through work orders to promote the tour on the website, on campus, and social media.",Internal,9/15/2023,10/15/2023,Active,6/2/2023,,,,,,,,,,,,,,,,,,,,
5519,7073,No,PUB2023.25,Public Programs/Installations,Proposed,Administration Suite Photo Project,"Dr Burnette would like us to print and hang photos that represent the breadth of what Newfields has to offer.  It should look alive and beautiful and be reflective of who we are.  Combine photos of artwork(maybe details?), galleries, gardens, ANP, Miller House, and Lilly House   some with patrons, some without.  The photos do not have labels and we will imbed credit lines when necessary.  We will however create a  cheat sheet  of descriptive captions that will live in the Admin Suite in case people inquire about what is in the photos.  This display is intended to switch out seasonally   one batch for spring/summer and one batch for fall/winter.  Because of this we will pick one photo size and images will be cropped to match.  Any artworks that are selected will have to be cleared for cropping.  Phil is researching a hanging system that will allow for easy switch out and reuse.  There will be approximately 20 total photos per rotation and we will start with fall/winter due to timing. Not all photos need to rotate with the season but definitely the outdoor/garden ones.",Internal,,,Active,7/24/2023,,,,,,,,,,,,,
5520,7087,No,PUB2023.26,Public Programs/Installations,Completed,Indiana Black Expo: We. The Culture Activation,The digital interpretation tool from the We. The Culture: Works by the Eighteen Art Collective and a photobooth by Kyng Rhodes were included at the Indiana Black Expo Summer Celebration as part of the Cultural Arts Pavilion at the Indiana Convention Center.,External,7/14/2023,7/16/2023,Closed,8/1/2023,,,,,,,,,,,,,
5521,7088,No,PUB2023.27,Public Programs/Installations,Approved,Harvest Garden Monsters - The Garden,"Ten to fifteen sculptures with the theme of  Garden Monsters  will be installed in The Garden for the duration of the Harvest Season. These monsters will be all-weather designs created that will be accompanied by signage and an artist statement. Each sculpture will be secured to a six-foot T-stake that has been placed and secured by Horticulture. Sculptures can be as tall as eight feet high, eight feet wide (four feet on either side of the T-stake) and four feet deep to be distributed at the discretion of the artist and approval by Newfields team. This project is managed by Public Programs and Horticulture.",Internal,9/30/2023,10/31/2023,Active,8/2/2023,,,,,,,,,,,,,
5522,6532,No,PUB2024.1,Public Programs/Installations,Approved,"American Galleries Clean Up - K202, K203, K205, K207-K214","The American Reinstallation will open in June 2021. We d like to implement a yearly clean up after it s install. 
 	Addressing remedial changes", as needed ,,,,,,,,,,,,,,,,,
" 	Touching up paint on interpretation if needed. 

Can cancel if not needed.",Internal,4/17/2024,,Active,8/7/2023,,,,,,,,,,,,,,,,,,,,
5523,6761,No,PUB2024.2,Public Programs/Installations,Approved,Fairbanks Park Erosion Signage Clean Up - Fairbanks Park,"The project scope includes the following:
 	Reprint signage if needed.",,,,,,,,,,,,,,,,,,
" 	Replace hands-on material, as needed
 	Address remedial changes"," as needed (i.e. additional instructions for activities/guest behavior)""",Internal,6/4/2024,,Active,2/28/2023,,,,,,,,,,,,,,,,,,,
5524,6762,No,PUB2024.3,Public Programs/Installations,Approved,Asian Arts Activity Space Refresh - K308,"The project scope could include the following:
 	Touch up paint as needed",,,,,,,,,,,,,,,,,,
" 	Replace materials as needed 
 	Image rights renewal", as needed,,,,,,,,,,,,,,,,,,,,,,,,
" 	Replace vinyl as needed
 	Address remedial changes", as needed.,,,,,,,,,,,,,,,,,,,,,,,,
" 	If COVID precautions are gone, then we would reinstall yukata garments and hooks. Would likely leave 1 mirror.",Internal,4/24/2024,,Active,2/28/2023,,,,,,,,,,,,,,,,,,,,
5525,6763,No,PUB2024.4,Public Programs/Installations,Approved,Clowes Pavilion Clean Up - Clowes Pavilion,"Project scope could include:
 	General clean up of interpretation"," as needed.""",Internal,3/26/2024,,Active,2/28/2023,,,,,,,,,,,,
5526,6764,No,PUB2024.5,Public Programs/Installations,Approved,Design Lab Clean Up - H303,"The scope of this project could include:
 	Touch up paint",,,,,,,,,,,,,,,,,,
" 	Replace activity materials as needed.
 	Replace vinyl as needed.",,,,,,,,,,,,,,,,,,,,,,,,,
" 	Clean glass
 	Replace AV materials as needed.",,,,,,,,,,,,,,,,,,,,,,,,,
" 	Renew image rights as needed",Internal,1/23/2024,,Active,2/28/2023,,,,,,,,,,,,,,,,,,,,
5527,6769,No,PUB2024.6,Public Programs/Installations,Approved,Star Studio Refresh - W206,"The project scope includes the following:
 	Upholstery cleaning",,,,,,,,,,,,,,,,,,
" 	Touch-up wall paint (including Star Studio Classroom)
 	Replace lighting as needed",,,,,,,,,,,,,,,,,,,,,,,,,
" 	Replace vinyl 
 	Rights for images",,,,,,,,,,,,,,,,,,,,,,,,,
" 	Add and/or update activities and accompanying graphics and hardware/furniture 
 	Address remedial changes"," if necessary""",Internal,5/25/2024,,Active,2/28/2023,,,,,,,,,,,,,,,,,,,
5528,6981,No,PUB2024.7,Public Programs/Installations,Approved,Contemporary AWC Clean Up - W203,"Contemporary AWC opens in July 2023. We d like to implement a clean-up PUB for interpretation half way through the show. We d like to address any clean-up needs. This could include the following: 
Touch up paint as needed. 
Reprint/install damaged vinyl as needed. 
Assess condition of furniture and address as needed. 

This PUB may also need to address any remedial changes needed in response to evaluation and/or feedback on interpretation tools. These changes are to be determined, but may include the following: 
Adjust Interpretation tools as needed
Add, remove, or adjust vinyl, labels, and/or didactics as needed. 
Possible removal or addition of interpretation tool(s). 

Can cancel or change to clean-up as needed.",Internal,1/9/2024,,Active,7/24/2023,,,,,,,,,,,,,
5529,6982,No,PUB2024.8,Public Programs/Installations,Proposed,Lilly House Clean Up - Lilly House Lower Level,"The Lilly House Lower Level Reinterpretation will open in March 2022. We d like to implement a yearly clean up after its opening. These items may include the following:

 	Add", remove, or adjust vinyl or labels as needed.,,,,,,,,,,,,,,,,
" 	Touch up paint as needed.
 	Adjust activity materials as needed.",,,,,,,,,,,,,,,,,,,,,,,,,
" 	Assess condition of furniture and address as needed.

Can cancel if not needed.",Internal,,,Active,7/24/2023,,,,,,,,,,,,,,,,,,,,
5530,6983,No,PUB2024.9,Public Programs/Installations,Cancelled,Garden Interpretive Signage Refresh - Garden,"Garden interpretive signage will be originally installed May 2022. Every other year a PUB will be submitted to address damaged vinyl if needed. In Spring of 2024, the Flower and Vegetable Garden should be complete around this time, which means interpretive signage for it and the greenhouse will need to be created. So perhaps this is more of a  rotation-esque  scale project unless there s severe damage to other signs. 

Scope of work could include:
 	Design 2 new signage (flower and vegetable garden and greenhouse)",,,,,,,,,,,,,,,,,,
"o	Use same graphic direction from original installation.",,,,,,,,,,,,,,,,,,,,,,,,,
" 	Licensing of images
 	Installation of vinyl on metal signs",,,,,,,,,,,,,,,,,,,,,,,,,
" 	Reprint of any other damaged signage",Internal,,,Postponed,8/7/2023,,,,,,,,,,,,,,,,,,,,
5531,6984,No,PUB2024.10,Public Programs/Installations,Approved,"Embodied Refresh - H207, H208, H209, H213, H214, C200","Embodied in the  I  galleries opened in December 2021. We d like to implement a yearly clean-up PUB for interpretation. We d like to address any clean-up needs. This could include the following:
 	Touch up paint as needed.",,,,,,,,,,,,,,,,,,
" 	Reprint/install damaged vinyl as needed.
 	Assess condition of furniture and address as needed.",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
This PUB may also need to address any remedial changes needed in response to evaluation and/or feedback on interpretation tools. These changes are to be determined, but may include the following:,,,,,,,,,,,,,,,,,,,,,,,,
" 	Adjust activity materials, as needed.
 	Add", remove, or adjust vinyl, labels, and/or didactics as needed.,,,,,,,,,,,,,,,,,,,,,
" 	Possible changes to response station prompt and/or design.
 	Possible removal or addition of interpretation tool(s).",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Can cancel or change to clean-up as needed.""",Internal,6/18/2024,,Active,8/7/2023,,,,,,,,,,,,,,,,,,,,
5532,6985,No,PUB2024.11,Public Programs/Installations,Approved,Fairbanks Park Pollinator Meadow Clean Up - Fairbanks Park,"Pollinator Meadow signage was installed 6/2022. A cleanup will be scheduled for every other year to assess signage and interpretation wear and tear.

Scope of work could include
 	Reprint of damaged signage",,,,,,,,,,,,,,,,,,
" 	Reprint of scavenger hunt 
 	Reprint/Maintenance of seasonal pollinator station. ",,,,,,,,,,,,,,,,,,,,,,,,,
" 	Relicense images as necessary.",Internal,6/7/2024,,Active,8/7/2023,,,,,,,,,,,,,,,,,,,,
5533,6986,No,PUB2024.12,Public Programs/Installations,Proposed,Design Lab Refresh - H303,"The project scope could include the following:
 	Create new hands-on prototyping activity",,,,,,,,,,,,,,,,,,
"o	Will likely need to do some sort of testing to figure out activity",,,,,,,,,,,,,,,,,,,,,,,,,
"o	Replace instructions", possibly material for Prototype section,,,,,,,,,,,,,,,,,,,,,,,,
"o	Goal would be to reuse existing furniture and supply storage", but new build may be possible.,,,,,,,,,,,,,,,,,,,,,,,,
"o	Supplemental images possible.",,,,,,,,,,,,,,,,,,,,,,,,,
"o	Vinyl installer possible.",,,,,,,,,,,,,,,,,,,,,,,,,
" 	Carpet and upholstery cleaning 
 	Glass cleaning",,,,,,,,,,,,,,,,,,,,,,,,,
" 	Touch-up paint as needed",Internal,,,Active,2/28/2023,,,,,,,,,,,,,,,,,,,,
5534,6987,No,PUB2024.13,Public Programs/Installations,Proposed,Design Gallery Refresh - H302,"The project scope includes the following:
 	Clean up interpretation", as needed,,,,,,,,,,,,,,,,,
" 	If not implemented the previous year and COVID precautions are gone:
o	Reinstall VR
o	Otherwise just a clean up on these items",Internal,,,Active,7/24/2023,,,,,,,,,,,,,,,,,,,,
5535,6988,No,PUB2024.14,Public Programs/Installations,Approved,African Arts Activity Space Refresh - K308,"The project scope could include the following:
 	Creation of new hands-on activity to replace pouch making activity.",,,,,,,,,,,,,,,,,,
"o	Goal would be that the activity uses the same furniture and perhaps supply holders", but the items, instructions, and materials might change. Activity would still be connected to activity space theme of African Marketplaces and Currency.,,,,,,,,,,,,,,,,,,,,,,
" 	Renew and perhaps secure new image rights, as needed
 	Replace Magnet wall with magnets and vinyl", as needed,,,,,,,,,,,,,,,,,,,,,,,,
" 	Replace Intro didactic, as needed
 	Replace books", as needed,,,,,,,,,,,,,,,,,,,,,,,,
" 	Replace study collection case, as needed
 	Touch-up paint as needed""",Internal,8/13/2024,,Active,8/7/2023,,,,,,,,,,,,,,,,,,,,
