irn,LegalStatus,AccessionNo,Title,Creators,Culture,RecordType,MediumSupport,CreditLine,SummaryData,Publish,DagwoodID
"92468","Loan Exhibition","TR12197/8","For Harper's Bazaar","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/8] *For Harper's Bazaar*, Lynes, George Platt",No,88716
"92469","Loan Exhibition","TR12197/9","For Harper's Bazaar/Nora Kaye","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/9] *For Harper's Bazaar/Nora Kaye*, Lynes, George Platt",No,88717
"92470","Loan Exhibition","TR12197/10","For Vogue","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/10] *For Vogue*, Lynes, George Platt",No,88718
"92471","Loan Exhibition","TR12197/11","For Vogue","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/11] *For Vogue*, Lynes, George Platt",No,88719
"92472","Loan Exhibition","TR12197/12","For Henri Bendel","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/12] *For Henri Bendel*, Lynes, George Platt",No,88720
"92473","Loan Exhibition","TR12197/13","Advertisement for Henri Bendel Inc.","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/13] *Advertisement for Henri Bendel Inc.*, Lynes, George Platt",No,88721
"92474","Loan Exhibition","TR12197/14","For Vogue","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/14] *For Vogue*, Lynes, George Platt",No,88722
"92475","Loan Exhibition","TR12197/15","For Vogue 1948","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/15] *For Vogue 1948*, Lynes, George Platt",No,88723
"92476","Loan Exhibition","TR12197/16","George Balanchine with children from the School of American Ballet","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/16] *George Balanchine with children from the School of American Ballet*, Lynes, George Platt",No,88724
"92477","Loan Exhibition","TR12197/17","Vera Zorina","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/17] *Vera Zorina*, Lynes, George Platt",No,88725
"92478","Loan Exhibition","TR12197/18","Serge Lifar","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/18] *Serge Lifar*, Lynes, George Platt",No,88726
"92479","Loan Exhibition","TR12197/19","Ruth Ann Koesun in Billy the Kid","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/19] *Ruth Ann Koesun in Billy the Kid*, Lynes, George Platt",No,88727
"92480","Loan Exhibition","TR12197/20","Jerome Robbins and Beatrice Tompkins in Tyl Eulenspiegel","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/20] *Jerome Robbins and Beatrice Tompkins in Tyl Eulenspiegel*, Lynes, George Platt",No,88728
"92481","Loan Exhibition","TR12197/21","Orpheus Ballet","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/21] *Orpheus Ballet*, Lynes, George Platt",No,88729
"92482","Loan Exhibition","TR12197/22","Nicholas Maqallanes and Francisco Monicon in Ballet *Orpheus*","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/22] *Nicholas Maqallanes and Francisco Monicon in Ballet *Orpheus**, Lynes, George Platt",No,88730
"92483","Loan Exhibition","TR12197/23","Orpheus Ballet","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/23] *Orpheus Ballet*, Lynes, George Platt",No,88731
"92484","Loan Exhibition","TR12197/24","Maria Tallchief in Firebird","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/24] *Maria Tallchief in Firebird*, Lynes, George Platt",No,88732
"92485","Loan Exhibition","TR12197/25","Francisco Monicon in Firebird","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/25] *Francisco Monicon in Firebird*, Lynes, George Platt",No,88733
"92486","Loan Exhibition","TR12197/26","Hugh Laing in The Prodigal Son","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/26] *Hugh Laing in The Prodigal Son*, Lynes, George Platt",No,88734
"92487","Loan Exhibition","TR12197/27","Patricia Wilde","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/27] *Patricia Wilde*, Lynes, George Platt",No,88735
"92488","Loan Exhibition","TR12197/28","Maria Tallchief in Swan Lake","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/28] *Maria Tallchief in Swan Lake*, Lynes, George Platt",No,88736
"92489","Loan Exhibition","TR12197/29","Jean Babilee in L'Amour et son Amour","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/29] *Jean Babilee in L'Amour et son Amour*, Lynes, George Platt",No,88737
"92490","Loan Exhibition","TR12197/30","Tamara Toumanova","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/30] *Tamara Toumanova*, Lynes, George Platt",No,88738
"92491","Loan Exhibition","TR12197/31","Jerome Robbins in The Prodigal Son","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/31] *Jerome Robbins in The Prodigal Son*, Lynes, George Platt",No,88739
"92492","Loan Exhibition","TR12197/32","Nicholas Maqallanes and Francisco Monicon in Ballet *Orpheus*","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/32] *Nicholas Maqallanes and Francisco Monicon in Ballet *Orpheus**, Lynes, George Platt",No,88740
"92493","Loan Exhibition","TR12197/33","Aldous Huxley","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/33] *Aldous Huxley*, Lynes, George Platt",No,88741
"92494","Loan Exhibition","TR12197/34","Leda","Author: Aldous Huxley (English)","","Visual Works: Prints","typescript manuscript of the poem","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/34] *Leda*, Huxley, Aldous",No,88779
"92495","Loan Exhibition","TR12197/35","Kay Thompson","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/35] *Kay Thompson*, Lynes, George Platt",No,88742
"92496","Loan Exhibition","TR12197/36","Igor Stravinsky","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/36] *Igor Stravinsky*, Lynes, George Platt",No,88743
"92497","Loan Exhibition","TR12198/1.1","Plaza Hotel Children's Menu","Artist: Kay Thompson (American)","","Visual Works: Prints","paper menu","From the collections of the Lilly Library, Indiana University, Bloomington, Indiana","Returned - [TR12198/1.1] *Plaza Hotel Children's Menu*, Thompson, Kay",No,88751
"92498","Accessioned","TR12199","Dance of the Firebird","Artist: Igor Stravinsky (Russian)","","Architectural Elements","musical score","Courtesy William and Gayle Cook Music Library, Indiana University","Returned - [TR12199] *Dance of the Firebird*, Stravinsky, Igor",No,88745
"92500","Loan Exhibition","TR12197/37","Gertrude Stein","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/37] *Gertrude Stein*, Lynes, George Platt",No,88744
"92501","Loan Exhibition","TR12197/38","Jared French","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/38] *Jared French*, Lynes, George Platt",No,88746
"92502","Loan Exhibition","TR12198/2","How to Write","Artist: Gertrude Stein (American)","","Visual Works: Prints","book","From the collections of the Lilly Library, Indiana University, Bloomington, Indiana","Returned - [TR12198/2] *How to Write*, Stein, Gertrude",No,88754
"92504","Loan Exhibition","TR12197/39","Monroe Wheeler","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/39] *Monroe Wheeler*, Lynes, George Platt",No,88747
"92506","Loan Exhibition","TR12197/41","e e cummings","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/41] *e e cummings*, Lynes, George Platt",No,88748
"92507","Loan Exhibition","TR12197/42","Dorothy Parker","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/42] *Dorothy Parker*, Lynes, George Platt",No,88749
"92508","Loan Exhibition","TR12197/43","Thomas Mann","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/43] *Thomas Mann*, Lynes, George Platt",No,88750
"92509","Loan Exhibition","TR12197/44","Tennessee Williams","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/44] *Tennessee Williams*, Lynes, George Platt",No,88753
"92511","Loan Exhibition","TR12198/3","Death in Venice","Artist: Thomas Mann (German)","","Visual Works: Prints","book","From the collections of the Lilly Library, Indiana University, Bloomington, Indiana","Returned - [TR12198/3] *Death in Venice*, Mann, Thomas",No,88752
"92512","Loan Exhibition","TR12197/45","Saul Steinberg","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/45] *Saul Steinberg*, Lynes, George Platt",No,88756
"92514","Loan Exhibition","TR12198/4","Cat on a Hot Tin Roof","Author: Tennessee Williams (American)","","Visual Works: Prints","book","From the collections of the Lilly Library, Indiana University, Bloomington, Indiana","Returned - [TR12198/4] *Cat on a Hot Tin Roof*, Williams, Tennessee",No,88755
"92515","Loan Exhibition","TR12197/46","Joan Miro","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/46] *Joan Miro*, Lynes, George Platt",No,88757
"92516","Loan Exhibition","TR12197/47","Yves Tanguy","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/47] *Yves Tanguy*, Lynes, George Platt",No,88758
"92517","Loan Exhibition","TR12197/48","Max Ernst","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/48] *Max Ernst*, Lynes, George Platt",No,88759
"92518","Loan Exhibition","TR12197/49","W. H. Auden","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/49] *W. H. Auden*, Lynes, George Platt",No,88760
"92519","Loan Exhibition","TR12197/50","Christopher Isherwood","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/50] *Christopher Isherwood*, Lynes, George Platt",No,88761
"92520","Loan Exhibition","TR12197/51","Marianne Moore","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/51] *Marianne Moore*, Lynes, George Platt",No,88762
"92521","Loan Exhibition","TR12197/52","Jean Cocteau","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/52] *Jean Cocteau*, Lynes, George Platt",No,88767
"92524","Loan Exhibition","TR12197/55","Male Reclining on Bed","Artist: Jean Cocteau (French, 1889 - 1963)","","Visual Works: Drawings","graphite on paper","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/55] *Male Reclining on Bed*, Cocteau, Jean",No,88765
"92526","Loan Exhibition","TR12197/56","Lincoln Kirstein","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/56] *Lincoln Kirstein*, Lynes, George Platt",No,88768
"92527","Loan Exhibition","TR12197/57","Edith Sitwell","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/57] *Edith Sitwell*, Lynes, George Platt",No,88769
"92528","Loan Exhibition","TR12197/58","Pavel Tchelitchew","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/58] *Pavel Tchelitchew*, Lynes, George Platt",No,88770
"92529","Loan Exhibition","TR12197/59","George Grosz","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/59] *George Grosz*, Lynes, George Platt",No,88780
"92530","Loan Exhibition","TR12197/60","Marsden Hartley","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/60] *Marsden Hartley*, Lynes, George Platt",No,88771
"92531","Loan Exhibition","TR12197/61","Lillian Gish and Paul Cadmus as Egeria and Numa Pompilus","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/61] *Lillian Gish and Paul Cadmus as Egeria and Numa Pompilus*, Lynes, George Platt",No,88772
"92532","Loan Exhibition","TR12197/62","Cecil Beaton","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/62] *Cecil Beaton*, Lynes, George Platt",No,88773
"92533","Loan Exhibition","TR12197/63","Paul Cadmus","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/63] *Paul Cadmus*, Lynes, George Platt",No,88774
"92534","Loan Exhibition","TR12197/64","Marc Chagall","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/64] *Marc Chagall*, Lynes, George Platt",No,88775
"92535","Loan Exhibition","TR12197/65","Portrait of Alfred Kinsey","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/65] *Portrait of Alfred Kinsey*, Lynes, George Platt",No,88776
"92537","Loan Exhibition","TR12197/67","Sexual Behavior in the Human Male","Author: Dr. Alfred C. Kinsey (American)","","Visual Works: Prints","publication","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/67] *Sexual Behavior in the Human Male*, Kinsey, Dr. Alfred C.",No,88778
"92538","Loan Exhibition","TR12197/68","Reginald Beane","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/68] *Reginald Beane*, Lynes, George Platt",No,88781
"92539","Loan Exhibition","TR12197/69","George Balanchine","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/69] *George Balanchine*, Lynes, George Platt",No,88782
"92540","Loan Exhibition","TR12197/70","Name Withheld","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/70] *Name Withheld*, Lynes, George Platt",No,88783
"92541","Loan Exhibition","TR12197/71","Diogenes (Name Withheld, front)","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/71] *Diogenes (Name Withheld, front)*, Lynes, George Platt",No,88784
"92542","Loan Exhibition","TR12197/72","Diogenes (Name Withheld, back)","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/72] *Diogenes (Name Withheld, back)*, Lynes, George Platt",No,88787
"92544","Loan Exhibition","TR12197/74","Name Withheld","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/74] *Name Withheld*, Lynes, George Platt",No,88788
"92545","Loan Exhibition","TR12197/75","Name Withheld","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/75] *Name Withheld*, Lynes, George Platt",No,88789
"92546","Loan Exhibition","TR12197/76","Name Withheld","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/76] *Name Withheld*, Lynes, George Platt",No,88790
"92547","Loan Exhibition","TR12197/77","Name Withheld","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/77] *Name Withheld*, Lynes, George Platt",No,88791
"92548","Loan Exhibition","TR12197/78","Name Withheld","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/78] *Name Withheld*, Lynes, George Platt",No,88792
"92549","Loan Exhibition","TR12197/79","Name Withheld","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/79] *Name Withheld*, Lynes, George Platt",No,88793
"92550","Loan Exhibition","TR12197/80","Name Withheld","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/80] *Name Withheld*, Lynes, George Platt",No,88794
"92551","Loan Exhibition","TR12197/81","Name Withheld","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/81] *Name Withheld*, Lynes, George Platt",No,88795
"92552","Loan Exhibition","TR12197/82","Name Withheld","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/82] *Name Withheld*, Lynes, George Platt",No,88796
"92553","Loan Exhibition","TR12197/83","Name Withheld","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/83] *Name Withheld*, Lynes, George Platt",No,88797
"92554","Loan Exhibition","TR12197/84","Name Withheld","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/84] *Name Withheld*, Lynes, George Platt",No,88798
"92555","Loan Exhibition","TR12197/85","Name Withheld","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/85] *Name Withheld*, Lynes, George Platt",No,88799
"92556","Loan Exhibition","TR12197/86","Name Withheld","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/86] *Name Withheld*, Lynes, George Platt",No,88800
"92557","Loan Exhibition","TR12197/87","Name Withheld","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/87] *Name Withheld*, Lynes, George Platt",No,88801
"92558","Loan Exhibition","TR12197/88","Name Withheld","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/88] *Name Withheld*, Lynes, George Platt",No,88802
"92559","Loan Exhibition","TR12197/89","Name Withheld","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/89] *Name Withheld*, Lynes, George Platt",No,88803
"92560","Loan Exhibition","TR12197/90","Name Withheld","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/90] *Name Withheld*, Lynes, George Platt",No,88804
"92561","Loan Exhibition","TR12197/91","Name Withheld","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/91] *Name Withheld*, Lynes, George Platt",No,88805
"92562","Loan Exhibition","TR12197/92","Name Withheld","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/92] *Name Withheld*, Lynes, George Platt",No,88806
"92563","Loan Exhibition","TR12197/93","Name Withheld","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/93] *Name Withheld*, Lynes, George Platt",No,88807
"92564","Loan Exhibition","TR12197/94","Name Withheld","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/94] *Name Withheld*, Lynes, George Platt",No,88808
"92565","Loan Exhibition","TR12197/95","Name Withheld","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/95] *Name Withheld*, Lynes, George Platt",No,88809
"92566","Loan Exhibition","TR12197/96","Name Withheld","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/96] *Name Withheld*, Lynes, George Platt",No,88810
"92567","Loan Exhibition","TR12197/97","Name Withheld","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/97] *Name Withheld*, Lynes, George Platt",No,88811
"92568","Loan Exhibition","TR12197/98","Name Withheld","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/98] *Name Withheld*, Lynes, George Platt",No,88812
"92569","Loan Exhibition","TR12197/99","Name Withheld","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/99] *Name Withheld*, Lynes, George Platt",No,88813
"92570","Loan Exhibition","TR12197/100","Name Withheld","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/100] *Name Withheld*, Lynes, George Platt",No,88814
"92571","Loan Exhibition","TR12197/101","Name Withheld","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/101] *Name Withheld*, Lynes, George Platt",No,88815
"92572","Loan Exhibition","TR12197/102","Yul Brynner","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/102] *Yul Brynner*, Lynes, George Platt",No,88816
"92573","Loan Exhibition","TR12197/103","Yul Brynner","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/103] *Yul Brynner*, Lynes, George Platt",No,88817
"92574","Loan Exhibition","TR12197/104","Name Withheld","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/104] *Name Withheld*, Lynes, George Platt",No,88818
"92575","Loan Exhibition","TR12197/105","Name Withheld","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/105] *Name Withheld*, Lynes, George Platt",No,88819
"92576","Loan Exhibition","TR12197/106","Name Withheld","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/106] *Name Withheld*, Lynes, George Platt",No,88820
"92577","Loan Exhibition","TR12197/107","Name Withheld","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/107] *Name Withheld*, Lynes, George Platt",No,88821
"92578","Loan Exhibition","TR12197/108","Name Withheld","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/108] *Name Withheld*, Lynes, George Platt",No,88822
"92579","Loan Exhibition","TR12197/109","Name Withheld","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/109] *Name Withheld*, Lynes, George Platt",No,88823
"92580","Loan Exhibition","TR12197/110","Names Withheld","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/110] *Names Withheld*, Lynes, George Platt",No,88824
